step_id,memory,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
10,"- Current location is the kitchen.
- There is a closed fridge, an oven, a massive table with a knife on it, a vast counter with raw yellow potato, red apple, raw purple potato, banana, and a cookbook.
- There is a stove that is empty.
- There is a closed plain door to the north, a closed patio door to the west, and an exit to the east.
- Inventory includes raw pork chop, raw red potato, yellow bell pepper, red onion, and orange bell pepper.
- Task is to check the cookbook in the kitchen for a recipe and then cook a meal.
- I have put red apple and raw yellow potato on the counter to free space.",I should now take the cookbook from the counter to check the recipe.,take cookbook from counter,,You're carrying too many things already.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out a closed fridge. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw yellow potato, a red apple, a raw purple potato, a banana and a cookbook. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a raw pork chop, a raw red potato, a yellow bell pepper, a red onion and an orange bell pepper.",0 of 16,0.0,False,
11,"- Current location is the kitchen.
- There is a closed fridge, an oven, a massive table with a knife on it, a vast counter with raw yellow potato, red apple, raw purple potato, banana, and a cookbook.
- There is a stove that is empty.
- There is a closed plain door to the north, a closed patio door to the west, and an exit to the east.
- Inventory includes raw pork chop, raw red potato, yellow bell pepper, red onion, and orange bell pepper.
- Task is to check the cookbook in the kitchen for a recipe and then cook a meal.
- I have put red apple and raw yellow potato on the counter to free space but still cannot carry more items.",I should put another item down to free space to take the cookbook.,put raw red potato on counter,,You put the red potato on the counter.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out a closed fridge. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple, a raw purple potato, a banana and a cookbook. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a raw pork chop, a yellow bell pepper, a red onion and an orange bell pepper.",0 of 16,0.0,False,
12,"- Current location is the kitchen.
- There is a closed fridge, an oven, a massive table with a knife on it, a vast counter with raw red potato, raw yellow potato, red apple, raw purple potato, banana, and a cookbook.
- There is a stove that is empty.
- There is a closed plain door to the north, a closed patio door to the west, and an exit to the east.
- Inventory includes raw pork chop, yellow bell pepper, red onion, and orange bell pepper.
- Task is to check the cookbook in the kitchen for a recipe and then cook a meal.
- I have put red apple, raw yellow potato, and raw red potato on the counter to free space.",I should now take the cookbook from the counter to check the recipe.,take cookbook from counter,,You take the cookbook from the counter.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out a closed fridge. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple, a raw purple potato and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a cookbook, a raw pork chop, a yellow bell pepper, a red onion and an orange bell pepper.",0 of 16,0.0,False,
13,"- Current location is the kitchen.
- There is a closed fridge, an oven, a massive table with a knife on it, a vast counter with raw red potato, raw yellow potato, red apple, raw purple potato, and banana.
- There is a stove that is empty.
- There is a closed plain door to the north, a closed patio door to the west, and an exit to the east.
- Inventory includes cookbook, raw pork chop, yellow bell pepper, red onion, and orange bell pepper.
- Task is to check the cookbook in the kitchen for a recipe and then cook a meal.",I should examine the cookbook to find the recipe.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
red hot pepper
  purple potato
  pork chop
  white onion
  carrot

Directions:
slice the red hot pepper
  grill the red hot pepper
  slice the purple potato
  roast the purple potato
  slice the pork chop
  fry the pork chop
  dice the white onion
  roast the white onion
  chop the carrot
  fry the carrot
  prepare meal",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out a closed fridge. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple, a raw purple potato and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a cookbook, a raw pork chop, a yellow bell pepper, a red onion and an orange bell pepper.",0 of 16,0.0,False,
14,"- Current location is the kitchen.
- There is a closed fridge, an oven, a massive table with a knife on it, a vast counter with raw red potato, raw yellow potato, red apple, raw purple potato, and banana.
- There is a stove that is empty.
- There is a closed plain door to the north, a closed patio door to the west, and an exit to the east.
- Inventory includes cookbook, raw pork chop, yellow bell pepper, red onion, and orange bell pepper.
- Recipe requires: red hot pepper, purple potato, pork chop, white onion, carrot.
- Recipe steps: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, prepare meal.
- I do not have red hot pepper, white onion, or carrot in inventory.","I need to find and collect red hot pepper, white onion, and carrot to follow the recipe.",go south,,"You've entered a corridor.



There is an open fiberglass door leading south. You don't like doors? Why not try going east, that entranceway is not blocked by one. You need an exit without a door? You should try going north.",Corridor,"You've entered a corridor.



There is an open fiberglass door leading south. You don't like doors? Why not try going east, that entranceway is not blocked by one. You need an exit without a door? You should try going north.","You are carrying: a cookbook, a raw pork chop, a yellow bell pepper, a red onion and an orange bell pepper.",0 of 16,0.0,False,
15,"- Current location is the corridor.
- I came from the kitchen to the corridor by going south.
- Inventory includes cookbook, raw pork chop, yellow bell pepper, red onion, and orange bell pepper.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- I still need to find red hot pepper, white onion, and carrot.",I should explore the corridor to find these missing ingredients.,go east,,"You arrive in a bathroom. A normal kind of place. Okay, just remember what you're here to do, and everything will go great.

Look out! It's a- oh, never mind, it's just a toilet. The toilet is white. But the thing is empty, unfortunately.

There is an exit to the west. Don't worry, there is no door.",Bathroom,"You arrive in a bathroom. A normal kind of place. Okay, just remember what you're here to do, and everything will go great.

Look out! It's a- oh, never mind, it's just a toilet. The toilet is white. But the thing is empty, unfortunately.

There is an exit to the west. Don't worry, there is no door.","You are carrying: a cookbook, a raw pork chop, a yellow bell pepper, a red onion and an orange bell pepper.",0 of 16,0.0,False,
16,"- Current location is the bathroom.
- The bathroom has a white toilet that is empty.
- There is an exit to the west back to the corridor.
- Inventory includes cookbook, raw pork chop, yellow bell pepper, red onion, and orange bell pepper.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- I still need to find red hot pepper, white onion, and carrot.","The bathroom is unlikely to have the ingredients, so I should return to the corridor and explore another direction.",go west,,"You've entered a corridor.



There is an open fiberglass door leading south. You don't like doors? Why not try going east, that entranceway is not blocked by one. You need an exit without a door? You should try going north.",Corridor,"You've entered a corridor.



There is an open fiberglass door leading south. You don't like doors? Why not try going east, that entranceway is not blocked by one. You need an exit without a door? You should try going north.","You are carrying: a cookbook, a raw pork chop, a yellow bell pepper, a red onion and an orange bell pepper.",0 of 16,0.0,False,
17,"- Current location is the corridor.
- There is an open fiberglass door leading south, an entranceway to the east, and an exit to the north.
- Inventory includes cookbook, raw pork chop, yellow bell pepper, red onion, and orange bell pepper.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- I still need to find red hot pepper, white onion, and carrot.",I should try going north from the corridor to explore another area for the missing ingredients.,go north,,"You find yourself in a kitchen. A typical kind of place.

You make out a closed fridge. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple, a raw purple potato and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out a closed fridge. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple, a raw purple potato and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a cookbook, a raw pork chop, a yellow bell pepper, a red onion and an orange bell pepper.",0 of 16,0.0,False,
18,"- Current location is the kitchen.
- The kitchen has a closed fridge, oven, massive table with a knife, vast counter with raw red potato, raw yellow potato, red apple, raw purple potato, and banana.
- There is a stove that is empty.
- There is a closed plain door to the north, a closed patio door to the west, and an exit to the east.
- Inventory includes cookbook, raw pork chop, yellow bell pepper, red onion, and orange bell pepper.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- I still need to find red hot pepper, white onion, and carrot.",I should take the raw purple potato from the counter since it is part of the recipe.,take raw purple potato from counter,,You're carrying too many things already.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out a closed fridge. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple, a raw purple potato and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.","You are carrying: a cookbook, a raw pork chop, a yellow bell pepper, a red onion and an orange bell pepper.",0 of 16,0.0,False,
19,"- Current location is the kitchen.
- Inventory is full: cookbook, raw pork chop, yellow bell pepper, red onion, orange bell pepper.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- I need to free inventory space to take the raw purple potato.",I should drop an item not needed for the recipe to free space for the purple potato.,drop yellow bell pepper,,You drop the yellow bell pepper on the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out a closed fridge. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple, a raw purple potato and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a yellow bell pepper on the floor.","You are carrying: a cookbook, a raw pork chop, a red onion and an orange bell pepper.",0 of 16,0.0,False,
20,"- Current location is the kitchen.
- Inventory: cookbook, raw pork chop, red onion, orange bell pepper.
- Yellow bell pepper dropped on the floor.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- Need to take raw purple potato from the counter.",I should take the raw purple potato from the counter now that I have inventory space.,take raw purple potato from counter,,"You take the purple potato from the counter.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out a closed fridge. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a yellow bell pepper on the floor.","You are carrying: a raw purple potato, a cookbook, a raw pork chop, a red onion and an orange bell pepper.",1 of 16,0.0625,False,
21,"- Current location is the kitchen.
- Inventory: raw purple potato, cookbook, raw pork chop, red onion, orange bell pepper.
- Yellow bell pepper is on the floor.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- Still need to find red hot pepper, white onion, and carrot.",I should check the fridge for the remaining ingredients.,open fridge,,"You open the fridge, revealing a carrot and a block of cheese.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a carrot and a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a yellow bell pepper on the floor.","You are carrying: a raw purple potato, a cookbook, a raw pork chop, a red onion and an orange bell pepper.",1 of 16,0.0625,False,
22,"- Current location is the kitchen.
- Fridge contains a carrot and a block of cheese.
- Inventory: raw purple potato, cookbook, raw pork chop, red onion, orange bell pepper.
- Yellow bell pepper is on the floor.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- I have the purple potato, pork chop, carrot, but still need red hot pepper and white onion.",I should take the carrot from the fridge to have it ready for cooking.,take carrot from fridge,,You're carrying too many things already.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a carrot and a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a yellow bell pepper on the floor.","You are carrying: a raw purple potato, a cookbook, a raw pork chop, a red onion and an orange bell pepper.",1 of 16,0.0625,False,
23,"- Current location is the kitchen.
- Inventory is full: raw purple potato, cookbook, raw pork chop, red onion, orange bell pepper.
- Fridge contains carrot and block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- Need to free inventory space to take carrot.",I should drop an item not needed for the recipe to free space for the carrot.,drop orange bell pepper,,You drop the orange bell pepper on the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a carrot and a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is an orange bell pepper and a yellow bell pepper on the floor.","You are carrying: a raw purple potato, a cookbook, a raw pork chop and a red onion.",1 of 16,0.0625,False,
24,"- Current location is the kitchen.
- Inventory: raw purple potato, cookbook, raw pork chop, red onion.
- Orange and yellow bell peppers are on the floor.
- Fridge contains carrot and block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- Need to take carrot from fridge.",I should take the carrot from the fridge now that I have inventory space.,take carrot from fridge,,"You take the carrot from the fridge.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is an orange bell pepper and a yellow bell pepper on the floor.","You are carrying: a carrot, a raw purple potato, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
25,"- Current location is the kitchen.
- Inventory: carrot, raw purple potato, cookbook, raw pork chop, red onion.
- Orange and yellow bell peppers are on the floor.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- Still need red hot pepper and white onion.",I should check the counter and floor for the red hot pepper and white onion.,examine counter,,"The counter is shaky.

On the counter are a raw red potato, a raw yellow potato, a red apple and a banana.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is an orange bell pepper and a yellow bell pepper on the floor.","You are carrying: a carrot, a raw purple potato, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
26,"- Current location is the kitchen.
- Inventory: carrot, raw purple potato, cookbook, raw pork chop, red onion.
- Orange and yellow bell peppers are on the floor.
- Fridge contains a block of cheese.
- Counter has raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- Still need red hot pepper and white onion.",I should check the floor for the red hot pepper and white onion.,examine floor,,You can't see any such thing.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is an orange bell pepper and a yellow bell pepper on the floor.","You are carrying: a carrot, a raw purple potato, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
