agent_name,model_name,eval_name,task_id,type,question,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,reward_per_step,reward_per_token,error
baseline,gpt-4.1,aqua-rat-100,24,Math,"On a normal day Bill usually averages about 15 mph when riding his bicycle. On a windy day, his speed is reduced by 4 mph. How far can Bill travel on a windy day in 21 minutes? Round to the nearest hundredth.",3.85 miles,3.85 miles,1.0,1,272,70,342,1.0,0.0029239766081871343,
baseline,gpt-4.1,aqua-rat-100,25,Math,"A retailer sold an appliance for 40 percent above cost, which represented a gross profit of $20.00. For what price did the retailer sell the appliance?",$70.00,$70,1.0,1,254,65,319,1.0,0.003134796238244514,
baseline,gpt-4.1,aqua-rat-100,26,Math,"At 6% per annum simple interest, Rahul borrowed Rs. 500. What amount will he pay to clear the debt after 4 years",620,620,1.0,1,250,52,302,1.0,0.0033112582781456954,
baseline,gpt-4.1,aqua-rat-100,27,Math,"A computer routine was developed to generate two numbers (x,y) the first being a random number between 0 and 100 inclusive, and the second being less than or equal to the square root of the first. Each of the following pair satisfies the routine except","(99,10)",The pair where y > sqrt,0.0,1,273,54,327,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,28,Math,"A jeep travels a certain distance taking 6 hours in the forward journey. During the return journey, it increased its speed by 12km/hr and took 4 hours. What is the distance travelled by the jeep?",144km,144 km,1.0,1,265,118,383,1.0,0.0026109660574412533,
baseline,gpt-4.1,aqua-rat-100,29,Math,"When I was 2 years old, my brother was half my age. Now I am 60 years old, how old is my brother?",A)59,59,0.0,1,250,54,304,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,30,Math,"The original retail price of an appliance was 60 percent more than its wholesale cost. If the appliance was actually sold for 20 percent less than the original retail price, then it was sold for what percent more than its wholesale cost?",28%,28,1.0,1,268,60,328,1.0,0.003048780487804878,
baseline,gpt-4.1,aqua-rat-100,31,Math,"On a map, the length of the road from Town F to Town G is measured to be 20 inches. On this map, 1/4 inch represents an actual distance of 10 miles. What is the actual distance, in miles, from Town F to Town G along this road?",800,800 miles,1.0,1,281,46,327,1.0,0.0030581039755351682,
baseline,gpt-4.1,aqua-rat-100,32,Math,When folded into two equal halves a rectangular sheet had a perimeter of 48cm for each part folded along one set of sides and the same is 66cm when folded along the other set of sides. Find the area of the sheet.,1120,280 cm²,0.0,1,269,214,483,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,33,Math,"Suppose you can travel from a place M to a place N by 3 buses, from place N to place O by 4 buses, from place O to place P by 1 buses and from place P to place Q by 3 buses. In how many ways can you travel from M to Q ?",36,36,1.0,1,283,68,351,1.0,0.002849002849002849,
baseline,gpt-4.1,aqua-rat-100,34,Math,"A rectangular solid, 3 x 4 x 15, is inscribed in a sphere, so that all eight of its vertices are on the sphere. What is the diameter of the sphere?", 15.8113,5√10,1.0,1,261,64,325,1.0,0.003076923076923077,
baseline,gpt-4.1,aqua-rat-100,35,Math,"A starts travel towards south 3km, then travel 5 km towards east, and again travels 3 km to north, and finally travels 2km towards west. In the end how far from is A from home?",3km,3 km,1.0,1,267,64,331,1.0,0.0030211480362537764,
baseline,gpt-4.1,aqua-rat-100,36,Math,"While selling a watch, a shopkeeper gives a discount of 5%. If he gives a discount of 7%, he earns Rs. 15 less as profit. The marked price of the watch is:",Rs. 750,Rs. 750,1.0,1,263,62,325,1.0,0.003076923076923077,
baseline,gpt-4.1,aqua-rat-100,37,Math,"A student instead of finding the value of 7/8 of a number, found the value of 7/18 of the number. If his answer differed from the actual one by 770, find the that number.",1584,1584,1.0,1,266,145,411,1.0,0.0024330900243309003,
baseline,gpt-4.1,aqua-rat-100,38,Math,The monthly salary S of a shop assistant is the sum of a fixed salary of $500 plus 5% of all monthly sales. What should the monthly sales be so that her monthly salary reaches $1500?,$20000,"20,000",1.0,1,264,83,347,1.0,0.002881844380403458,
baseline,gpt-4.1,aqua-rat-100,39,Math,"An aeroplane flies along the four sides of a square at the speeds of 200, 400, 600 and 800km/hr. Find the average speed of the plane around the field?",384,average speed = 4 / ,1.0,1,262,161,423,1.0,0.002364066193853428,
baseline,gpt-4.1,aqua-rat-100,40,Math,Jack buys 18 sharpeners (white and brown) for rs. 100. If he pays 1 rupee more for each white than brown sharpeners. How many of white and how many brown sharpeners did he buy?,"10,8",10 white sharpeners and 8 brown sharpeners,1.0,1,268,181,449,1.0,0.0022271714922048997,
baseline,gpt-4.1,aqua-rat-100,41,Math,"Hoses A and B spout water at different constant rates, and hose A can fill a certain pool in 8 hours. Hose A filled the pool alone for the first 2 hours and the two hoses, working together, then finished filling the pool in another 3 hours. How many hours would it have taken hose B, working alone, to fill the entire pool?",8,8 hours,0.0,1,297,135,432,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,42,Math,"If 120 is reduced to 96, what is the reduction percent?",20%,20%,1.0,1,236,37,273,1.0,0.003663003663003663,
baseline,gpt-4.1,aqua-rat-100,43,Math,"I know a 5 digit number having a property that with a 1 after it, it is three times as large as it would be with a 1 before it.
What is that number?",42857,42857,1.0,1,261,114,375,1.0,0.0026666666666666666,
baseline,gpt-4.1,aqua-rat-100,44,Math,"At Daifu university, 24% of all students are members of both a chess club and a swim team. If 20% of members of the swim team are not members of the chess club, what percentage of all Daifu students are members of the swim team?",30%,30%,1.0,1,276,89,365,1.0,0.0027397260273972603,
baseline,gpt-4.1,aqua-rat-100,45,Math,"If the population of a city increases by 5 % annually, what will be the population of the city in 2 years time if its current population is 78000?",85995,85995,1.0,1,256,52,308,1.0,0.003246753246753247,
baseline,gpt-4.1,aqua-rat-100,46,Math,Two cars start at the same time from opposite ends of a highway that is 50 miles long. One car is riding at 12 mph and the second car is riding at 13 mph. How long after they begin will they meet?, 2,2 hours,1.0,1,269,58,327,1.0,0.0030581039755351682,
baseline,gpt-4.1,aqua-rat-100,47,Math,"A shopkeeper employed a servant at a monthly salary of 1500. In addition to it, he agreed to pay him a commission of 15% on the monthly sale. How much sale in Rupees should the servant do if he wants his monthly income as 6000?",30000,30000,1.0,1,278,88,366,1.0,0.00273224043715847,
baseline,gpt-4.1,aqua-rat-100,48,Math,"A man borrows Rs.360 If he pays it back in 12 monthly installments of Rs.31.50, what is his interest rate?",5%,5%,1.0,1,251,107,358,1.0,0.002793296089385475,
baseline,gpt-4.1,aqua-rat-100,49,Math,The price of a product is reduced by 30% . By what percentage should it be increased to make it 100%,42.86%,42.86%,1.0,1,246,60,306,1.0,0.0032679738562091504,
baseline,gpt-4.1,aqua-rat-100,50,Math,"I have a money pouch containing Rs. 700. There are equal number of 25 paise coins, 50 paise coins and one rupee coins.
How many of each are there?",400,400,0.0,1,261,70,331,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,51,Math,A man spends Rs. 3500 per month and saves 12 1/2% of his income. His monthly income is ?,Rs. 4000,Rs. 4000,1.0,1,249,79,328,1.0,0.003048780487804878,
baseline,gpt-4.1,aqua-rat-100,52,Math,Five dozen toys are packed in a box and 98 boxes are kept in a tempo. How many tempos can lift 29400 toys in one round ?,5,5,1.0,1,252,91,343,1.0,0.0029154518950437317,
baseline,gpt-4.1,aqua-rat-100,53,Math,There are 10 oranges in a basket. Find the no. of ways in which 2 oranges are chosen from the basket?,45,45,1.0,1,247,46,293,1.0,0.0034129692832764505,
baseline,gpt-4.1,aqua-rat-100,54,Math,A company contracts to paint 3 houses. Mr.Brown can paint a house in 6 days while Mr.Black would take 8 days and Mr.Blue 12 days. After 8 days Mr.Brown goes on vacation and Mr. Black begins to work for a period of 6 days. How many days will it take Mr.Blue to complete the contract?,11,Mr.Brown paints 4/3 houses in 8 days,0.0,1,294,66,360,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,55,Math,"Train A leaves a station every 16 minutes and Train B leaves every 17 minutes. If both trains just left the station simultaneously, how long until they do so again?",272 minutes,272 minutes,1.0,1,256,60,316,1.0,0.0031645569620253164,
baseline,gpt-4.1,aqua-rat-100,56,Math,"A hollow cube of size 5cm is taken, with the thickness of 1cm. It is made of smaller cubes of size 1cm .If the outer surface of the cube is painted how many faces of the smaller cubes remain unpainted?",438,54,0.0,1,273,157,430,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,57,Math,"In a chocolate store, all chocolates are either vanilla or cocoa flavored only. 10% of the chocolates are cocoa flavored, 90% of the rest are squashed. What percentage of the chocolates are both vanilla flavored and not squashed?",9%,9%,1.0,1,270,95,365,1.0,0.0027397260273972603,
baseline,gpt-4.1,aqua-rat-100,58,Math,There is well of depth 30m and frog is at bottom of the well. He jumps 3m up one day and falls back 2m down the same day. How many days will it take for the frog to come out of the well?,28 days,28 days,1.0,1,273,90,363,1.0,0.0027548209366391185,
baseline,gpt-4.1,aqua-rat-100,59,Math,"The sum of the 5 consecutive two digit odd numbers when divided by 10 becomes a perfect square, which of the following can be one of these 5 numbers?",41,,0.0,1,255,285,540,0.0,0.0,Request timed out.
baseline,gpt-4.1,aqua-rat-100,60,Math,"In a class, 8% of total students are interested in Football. 4/5 of total students are interested in Cricket. 10% of total students are interested in Basketball and remaining 20 students are not interested in any games. How many students are there in the class?",1000,1000,1.0,1,279,145,424,1.0,0.0023584905660377358,
baseline,gpt-4.1,aqua-rat-100,61,Math,Q is as much younger than R as he is older than T. If the sum of the ages of R and T is 50 years. What is definitely the difference between R and Q's age?,Cannot be determined,25,0.0,1,262,154,416,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,62,Math,Calculate the maximum distance you can travel with $8.50 on a cab which charges $3.50 for the first quarter-mile and 10 cents for each additional quarter mile.,12.75 miles,12.75 miles,1.0,1,257,113,370,1.0,0.002702702702702703,
baseline,gpt-4.1,aqua-rat-100,63,Math,"In IPL season, Sachin current batting average is 51. In the finals, he scores 78 runs, then is batting average will be 54. Find out the total number of matches played by Sachin in this season.",9,,0.0,1,268,113,381,0.0,0.0,Request timed out.
baseline,gpt-4.1,aqua-rat-100,64,Math,"Amy is organizing her bookshelves and finds that she has 10 different types of books. She then codes each book with either a single letter or a pair of two different letters. If each type of book is uniquely represented by either a single letter or pair of letters, what is the smallest number of letters Amy will need to create the codes for all 10 types of books? (Assume the order of letters in a pair does not matter.)",10,,0.0,1,0,0,0,0.0,0.0,Connection error.
baseline,gpt-4.1,aqua-rat-100,65,Math,A rectangular piece of 150 sq m has a length which is 1m more than the 4 times the breadth. What is the perimeter of the piece?,62 m,,0.0,1,0,0,0,0.0,0.0,Connection error.
baseline,gpt-4.1,aqua-rat-100,66,Math,"One gram of a certain health food contains 9 percent of the minimum daily requirement of vitamin E and 8 percent of the minimum daily requirement of vitamin A. If vitamins E and A are to be obtained from no other source, how many grams of the health food must be eaten daily to provide at least the minimum daily requirement of both vitamins?",12.5,,0.0,1,0,0,0,0.0,0.0,Connection error.
baseline,gpt-4.1,aqua-rat-100,67,Math,Assistants are needed to prepare for preparation. Each helper can make either 2 large cakes or 35 small cakes/hr. The kitchen is available for 3 hours and 20 large cakes & 700 small cakes are needed. How many helpers are required?,10,10 helpers,1.0,1,273,106,379,1.0,0.002638522427440633,
baseline,gpt-4.1,aqua-rat-100,68,Math,"R, S, T, and U are points on a line, and U is the midpoint of line segment ST. If the lengths of line segments RS, RT, and ST are 5, 17, and 22, respectively. What is the length of line segment RU?",6,6,1.0,1,279,117,396,1.0,0.0025252525252525255,
baseline,gpt-4.1,aqua-rat-100,69,Math,Six pita breads contain the same amount of falafel as do two rolls. Three rolls contain the same amount of falafel as five baguettes do. Two baguettes contain the same amount of falafel as how many pita breads?,3,3.6,0.0,1,267,139,406,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,70,Math,A shopkeeper in order to promote his new shop put a discount of 20% on all the items for one day. Now he must sell the items at original price the other day. By what percentage must he increase the price to original?,25%,25%,1.0,1,270,57,327,1.0,0.0030581039755351682,
baseline,gpt-4.1,aqua-rat-100,71,Math,The bus fare for two persons for travelling between Agra and Aligarh id four-thirds the train fare between the same places for one person. The total fare paid by 6 persons travelling by bus and 8 persons travelling by train between the two places is Rs.1512. Find the train fare between the two places for one person?,126,126,1.0,1,289,89,378,1.0,0.0026455026455026454,
baseline,gpt-4.1,aqua-rat-100,72,Math,A rectangle has a length of 8 centimeters and a width of 3 centimeters. Find the perimeter.,22cm,22 centimeters,1.0,1,242,48,290,1.0,0.0034482758620689655,
baseline,gpt-4.1,aqua-rat-100,73,Math,"Suppose you want to arrange your English, Hindi, Mathematics, History, Geography and Science books on a shelf. In how many ways can you do it ?",720,720,1.0,1,252,27,279,1.0,0.0035842293906810036,
baseline,gpt-4.1,aqua-rat-100,74,Math,"A straight picket fence is composed of x pickets each of which is 1/2 inch wide. If there are 6 inches of space between each pair of pickets, which of the following represents the length of fence in feet?",(13x-12)/24,,1.0,1,270,96,366,1.0,0.00273224043715847,
baseline,gpt-4.1,aqua-rat-100,75,Math,A ship went on a voyage. After it had traveled 180 miles a plane started with 10 times the speed of the ship. Find the distance when they meet from starting point.,200,200 miles,1.0,1,258,160,418,1.0,0.0023923444976076554,
baseline,gpt-4.1,aqua-rat-100,76,Math,"In a large forest, 300 deer were caught, tagged, and returned during 2001. During 2002, 500 deer were caught at random, of which only 20 had tags from the previous year. If the percent of deer in the forest that had tags during the second year and were caught in the 500 deer sample is representative of the percent of the total deer population in the forest with tags, what is the total deer population in the forest (assuming no change in population between 2001 and 2002)?",7500,7500,1.0,1,330,88,418,1.0,0.0023923444976076554,
baseline,gpt-4.1,aqua-rat-100,77,Math,"In a railway station, there are two trains going. One in the harbor line and one in the main line, each having a frequency of 10 minutes. The main line service starts at 5 o'clock and the harbor line starts at 5.02 A.M. A man goes to the station every day to catch the first train that comes. What is the probability of the man catching the first train?",0.8,1/5,0.0,1,304,165,469,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,78,Math,The average (arithmetic mean) of the weight of 10 vehicles is 12.2 tons. The average weight of the group of vehicles increased by 2.6 tons after a new heavy duty truck was added to the group? What is the weight in tons of the heavy duty truck?,40.8,40.8,1.0,1,281,98,379,1.0,0.002638522427440633,
baseline,gpt-4.1,aqua-rat-100,79,Math,"Boomtown urban planners expect the city’s population to increase by 10% per year over the next two years. If that projection were to come true, the population two years from now would be exactly double the population of one year ago. Which of the following is closest to the percent population increase in Boomtown over the last year?",65%,65%,1.0,1,288,119,407,1.0,0.002457002457002457,
baseline,gpt-4.1,aqua-rat-100,80,Math,"Arjun and Sajal are friends, each has some money. If Arun gives $30 to Sajal, the Sajal will have twice the money left with Arjun. But, if Sajal gives $10 to Arjun, Arjun will have thrice as much as is left with Sajal. How much money does each have?","62, 34","Arjun has $90, Sajal has $50",0.0,1,290,89,379,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,81,Math,"Julie’s yard is rectangular. One side of the yard is 100 feet wide. The total area of the yard is 3,000 square feet. What is the length of the other side of the yard?",30 feet,30 feet,1.0,1,264,57,321,1.0,0.003115264797507788,
baseline,gpt-4.1,aqua-rat-100,82,Math,"The greatest common factor of two positive integers is 11. The least common multiple of these two integers is 7700. If one of the integers is 350, what is the other?",242,242,1.0,1,260,65,325,1.0,0.003076923076923077,
baseline,gpt-4.1,aqua-rat-100,83,Math,"A square piece of cloth is trimmed by 4 feet on one edge to form a rectangular piece, which is then cut diagonally in half to create two triangles. If the area of each of triangle is 70 square feet, what was the perimeter (in feet) of the original piece of square cloth?",56,56,1.0,1,283,136,419,1.0,0.002386634844868735,
baseline,gpt-4.1,aqua-rat-100,84,Math,The length of the ribbon was originally 30 cm. It was reduced in the ratio 5 : 3. What is its length now?,18,18 cm,1.0,1,250,38,288,1.0,0.003472222222222222,
baseline,gpt-4.1,aqua-rat-100,85,Math,"M = abc is a three digit number and N = cba, if M > N and M - N + 396c = 990. Then how many values of M are more than 300.",20,The possible values for ,1.0,1,263,324,587,1.0,0.0017035775127768314,
baseline,gpt-4.1,aqua-rat-100,86,Math,there are more than 501 students in a school such that 20% of them exactly took physics and 28% of them exactly took math. What could be the least possible no of students in the school?,none of these,525,0.0,1,264,118,382,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,87,Math,"If Raj was one-third as old as Rahim 5 years back and Raj is 17 years old now, How old is Rahim now?",41,41,1.0,1,251,80,331,1.0,0.0030211480362537764,
baseline,gpt-4.1,aqua-rat-100,88,Math,"A cow is tethered in the middle of a field with a 14 feet long rope. If the cow grazes 10 sq.ft. per day, then approximately what time will be taken by the cow to graze the whole field?",61 days,Approximately 194 days,0.0,1,270,71,341,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,89,Math,"A book was sold for Rs 27.50 with a profit of 10%. If it were sold for Rs. 25.75, then would have been percentage of profit and loss ?",3% Profit,The cost price ,1.0,1,260,93,353,1.0,0.0028328611898017,
baseline,gpt-4.1,aqua-rat-100,90,Math,"In how many ways can a teacher in a kindergarten school arrange a group of 3 children (Susan, Tim and Zen) on 3 identical chairs in a straight line so that Susan is on the left of Tim?",3,3,1.0,1,265,33,298,1.0,0.003355704697986577,
baseline,gpt-4.1,aqua-rat-100,91,Math,"The telephone bill of a certain establishment is party fixed and partly varies as the number of calls consumed. When in a certain month 540 calls made the bill is Rs.1800. In another month 620 calls are consumed then the bill becomes Rs.2040. In another month 500 units are consumed due to more
holidays. The bill for that month would be :",Rs.1680,1680,1.0,1,298,110,408,1.0,0.0024509803921568627,
baseline,gpt-4.1,aqua-rat-100,92,Math,"Two balls A and B rotate along a circular track. Ball A makes 2 full rotations in 26 minutes. Ball B makes 5 full rotation in 35 minutes. If they start rotating now from the same point, when will they be at the same starting point again?",1 hour and 31 minutes,91 minutes,1.0,1,277,76,353,1.0,0.0028328611898017,
baseline,gpt-4.1,aqua-rat-100,93,Math,"A bookshelf contains 45 books, 30 of which are hardcover and 20 of which are fiction. What is the maximum number of books that are both hardcover and fiction?",20,20,1.0,1,256,39,295,1.0,0.003389830508474576,
baseline,gpt-4.1,aqua-rat-100,94,Math,"A newspaper costs $4 on Sunday and $1 the rest of the days of the week. If a hotel orders twice as many papers on Sunday as it does the rest of the days of the week and pays $210 per week for newspapers, how many newspapers does it buy on Monday?",15,15,1.0,1,279,79,358,1.0,0.002793296089385475,
baseline,gpt-4.1,aqua-rat-100,95,Math,"A number of friends decided to go on a picnic and planned to spend Rs. 96 on eatables. Four of them, however, did not turn up. As a consequence, the remaining ones had to contribute Rs. 4 extra, each. The number of those who attended the picnic was",8,12,0.0,1,281,68,349,0.0,0.0,
baseline,gpt-4.1,aqua-rat-100,96,Math,A wire in the shape of rectangle of length 27 cm and breadth 17 cm is rebent to form a square. What will be the measure of each side?,22,22 cm,1.0,1,255,52,307,1.0,0.003257328990228013,
baseline,gpt-4.1,aqua-rat-100,97,Math,"A man divides Rs 8600 among 5 sons, 4 daughters and 2 nephews. If each daughter receives four times as much as each nephew, and each son receives five as much as each nephew. How much does each daughter receive ?",Rs 800,800,1.0,1,271,121,392,1.0,0.002551020408163265,
baseline,gpt-4.1,aqua-rat-100,98,Math,"Silu and Meenu were walking on the road.
Silu said, ""I weigh 51 Kgs. How much do you weigh?""
Meenu replied that she wouldn't reveal her weight directly as she is overweight.
But she said, ""I weigh 29 Kgs plus half of my weight. ""How much does Meenu weigh?",58,58,1.0,1,290,59,349,1.0,0.0028653295128939827,
baseline,gpt-4.1,aqua-rat-100,99,Math,"Roy was suffering from severe headaches. He went to see his doctor and the doctor gave him 5 tablets asking him to take one tablet every 15 minutes.
How much time will it take Roy to consume all the 5 tablets?",60 Min,60 minutes,1.0,1,268,43,311,1.0,0.003215434083601286,
