step_id,plan,summary,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
10,,,I need to find the carrot and pork chop to complete the recipe. I should check the fridge for these ingredients.,open fridge,,"You open the fridge, revealing a raw pork chop and a block of cheese.",Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a raw pork chop and a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is an orange bell pepper and a red apple on the floor.","You are carrying: a raw purple potato, a raw red potato, a yellow bell pepper, a red hot pepper and a raw yellow potato.",1 of 15,0.06666666666666667,False,
11,,,I should take the raw pork chop from the fridge to have all ingredients for the recipe.,take raw pork chop from fridge,,You're carrying too many things already.,Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a raw pork chop and a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is an orange bell pepper and a red apple on the floor.","You are carrying: a raw purple potato, a raw red potato, a yellow bell pepper, a red hot pepper and a raw yellow potato.",1 of 15,0.06666666666666667,False,
12,,,I need to drop another item to make space for the raw pork chop.,drop raw yellow potato,,You drop the yellow potato on the ground.,Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a raw pork chop and a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a raw purple potato, a raw red potato, a yellow bell pepper and a red hot pepper.",1 of 15,0.06666666666666667,False,
13,,,I should now take the raw pork chop from the fridge since I have space.,take raw pork chop from fridge,,"You take the pork chop from the fridge.



Your score has just gone up by one point.",Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a raw pork chop, a raw purple potato, a raw red potato, a yellow bell pepper and a red hot pepper.",2 of 15,0.13333333333333333,False,
14,,,I should examine the cookbook on the table to find the recipe for the meal.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
yellow bell pepper
  purple potato
  red potato
  carrot
  pork chop

Directions:
slice the yellow bell pepper
  grill the yellow bell pepper
  dice the purple potato
  fry the purple potato
  slice the red potato
  fry the red potato
  slice the carrot
  roast the carrot
  dice the pork chop
  grill the pork chop
  prepare meal",Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a raw pork chop, a raw purple potato, a raw red potato, a yellow bell pepper and a red hot pepper.",2 of 15,0.13333333333333333,False,
15,,,I need to find a carrot to complete the recipe. I should look around the kitchen to see if there is a carrot available.,look,,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a raw yellow potato, an orange bell pepper and a red apple on the floor.",Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a raw pork chop, a raw purple potato, a raw red potato, a yellow bell pepper and a red hot pepper.",2 of 15,0.13333333333333333,False,
16,,,There is no carrot visible in the kitchen. I should go west through the frosted-glass door to check if I can find a carrot there.,go west,,"You've just sauntered into a pantry.

You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a shelf. The shelf is wooden. Unfortunately, there isn't a thing on it.

There is an open frosted-glass door leading east.",Pantry,"You've just sauntered into a pantry.

You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a shelf. The shelf is wooden. Unfortunately, there isn't a thing on it.

There is an open frosted-glass door leading east.","You are carrying: a raw pork chop, a raw purple potato, a raw red potato, a yellow bell pepper and a red hot pepper.",2 of 15,0.13333333333333333,False,
17,,,There is no carrot in the pantry either. I should go back to the kitchen to continue preparing the meal with the ingredients I have.,go east,,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a raw yellow potato, an orange bell pepper and a red apple on the floor.",Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a raw pork chop, a raw purple potato, a raw red potato, a yellow bell pepper and a red hot pepper.",2 of 15,0.13333333333333333,False,
18,,,I should take the yellow bell pepper from my inventory and slice it as per the recipe.,slice yellow bell pepper with knife,,You need to take the knife first.,Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a raw pork chop, a raw purple potato, a raw red potato, a yellow bell pepper and a red hot pepper.",2 of 15,0.13333333333333333,False,
19,,,I need to take the knife from the table before slicing the yellow bell pepper.,take knife from table,,You're carrying too many things already.,Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a raw pork chop, a raw purple potato, a raw red potato, a yellow bell pepper and a red hot pepper.",2 of 15,0.13333333333333333,False,
20,,,I am carrying too many items. I should drop the red hot pepper to free up space and then take the knife.,drop red hot pepper,,You drop the red hot pepper on the ground.,Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook and a knife. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a red hot pepper, a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a raw pork chop, a raw purple potato, a raw red potato and a yellow bell pepper.",2 of 15,0.13333333333333333,False,
21,,,"Now that I have space, I should take the knife from the table.",take knife from table,,You take the knife from the table.,Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a red hot pepper, a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a knife, a raw pork chop, a raw purple potato, a raw red potato and a yellow bell pepper.",2 of 15,0.13333333333333333,False,
22,,,I should slice the yellow bell pepper with the knife now.,slice yellow bell pepper with knife,,"You slice the yellow bell pepper.



Your score has just gone up by one point.",Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a red hot pepper, a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a knife, a raw pork chop, a raw purple potato, a raw red potato and a sliced yellow bell pepper.",3 of 15,0.2,False,
23,,,I should now slice the raw pork chop with the knife to prepare it for cooking.,slice raw pork chop with knife,,"You slice the pork chop.



                              *** You lost! ***

You scored 3 out of a possible 15, in 23 turns.


Would you like to RESTART, RESTORE a saved game, QUIT or UNDO the last command?
>",Kitchen,"I just think it's great that you've just entered a kitchen.

You can see an opened fridge. The fridge contains a block of cheese. You shudder, but continue examining the room. You can make out an oven. You see a table. On the table you can see a cookbook. You can make out a counter. The counter is vast. The counter appears to be empty. You scan the room for a stove, and you find a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is an open frosted-glass door leading west. There is an exit to the east.

There is a red hot pepper, a raw yellow potato, an orange bell pepper and a red apple on the floor.","You are carrying: a knife, a raw pork chop, a raw purple potato, a raw red potato and a sliced yellow bell pepper.",3 of 15,0.2,True,
