step_id,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
10,"I am carrying too many items, so I should drop some items to free up space before taking the cookbook.",drop red apple,,You drop the red apple on the ground.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. You can make out an oven. You make out a table. The table is massive. On the table you see a cookbook and a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. You see a banana on the counter. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a red apple on the floor.","You are carrying: a white onion, a red onion, a raw red potato and a raw yellow potato.",0 of 16,0.0,False,
11,"Now that I have space, I will take the cookbook from the table to check the recipe.",take cookbook from table,,You take the cookbook from the table.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. You see a banana on the counter. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a red apple on the floor.","You are carrying: a cookbook, a white onion, a red onion, a raw red potato and a raw yellow potato.",0 of 16,0.0,False,
12,I should examine the cookbook to find the recipe for the meal.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
banana
  block of cheese
  orange bell pepper
  white onion
  pork chop

Directions:
chop the banana
  grill the banana
  slice the block of cheese
  grill the block of cheese
  dice the orange bell pepper
  roast the orange bell pepper
  dice the white onion
  fry the white onion
  slice the pork chop
  roast the pork chop
  prepare meal",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. You see a banana on the counter. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a red apple on the floor.","You are carrying: a cookbook, a white onion, a red onion, a raw red potato and a raw yellow potato.",0 of 16,0.0,False,
13,"I need to gather the ingredients from the recipe: banana, block of cheese, orange bell pepper, white onion, and pork chop. I already have a white onion, so I should take the banana from the counter next.",take banana from counter,,You're carrying too many things already.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. You see a banana on the counter. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a red apple on the floor.","You are carrying: a cookbook, a white onion, a red onion, a raw red potato and a raw yellow potato.",0 of 16,0.0,False,
14,I need to drop some items to free up space for the banana. I will drop the raw yellow potato.,drop raw yellow potato,,You drop the yellow potato on the ground.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. You see a banana on the counter. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a raw yellow potato and a red apple on the floor.","You are carrying: a cookbook, a white onion, a red onion and a raw red potato.",0 of 16,0.0,False,
15,"Now that I have space, I will take the banana from the counter.",take banana from counter,,"You take the banana from the counter.



Your score has just gone up by one point.",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a raw yellow potato and a red apple on the floor.","You are carrying: a banana, a cookbook, a white onion, a red onion and a raw red potato.",1 of 16,0.0625,False,
16,"I still need the block of cheese, orange bell pepper, and pork chop. I should look around the kitchen to find these ingredients.",look,,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a raw yellow potato and a red apple on the floor.",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a raw yellow potato and a red apple on the floor.","You are carrying: a banana, a cookbook, a white onion, a red onion and a raw red potato.",1 of 16,0.0625,False,
17,"I should check the fridge to see if the block of cheese, orange bell pepper, or pork chop are inside.",open fridge,,"You open the fridge, revealing a block of cheese and a raw pork chop.",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. The fridge contains a block of cheese and a raw pork chop. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a raw yellow potato and a red apple on the floor.","You are carrying: a banana, a cookbook, a white onion, a red onion and a raw red potato.",1 of 16,0.0625,False,
18,"I need to take the block of cheese and the raw pork chop from the fridge, but I am carrying too many items. I will drop the red onion to make space.",drop red onion,,You drop the red onion on the ground.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. The fridge contains a block of cheese and a raw pork chop. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a banana, a cookbook, a white onion and a raw red potato.",1 of 16,0.0625,False,
19,"Now I have space, I will take the block of cheese from the fridge.",take block of cheese from fridge,,"You take the block of cheese from the fridge.



Your score has just gone up by one point.",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. The fridge contains a raw pork chop. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a block of cheese, a banana, a cookbook, a white onion and a raw red potato.",2 of 16,0.125,False,
20,I still need to take the raw pork chop from the fridge.,take raw pork chop from fridge,,You're carrying too many things already.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. The fridge contains a raw pork chop. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a block of cheese, a banana, a cookbook, a white onion and a raw red potato.",2 of 16,0.125,False,
21,I need to drop another item to make space for the raw pork chop. I will drop the banana since it is less essential for cooking the meal.,drop banana,,You drop the banana on the ground.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. The fridge contains a raw pork chop. You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a block of cheese, a cookbook, a white onion and a raw red potato.",2 of 16,0.125,False,
22,"Now that I have space, I will take the raw pork chop from the fridge.",take raw pork chop from fridge,,"You take the pork chop from the fridge.



Your score has just gone up by one point.",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a raw pork chop, a block of cheese, a cookbook, a white onion and a raw red potato.",3 of 16,0.1875,False,
23,I need to check the cookbook for the recipe to cook a delicious meal.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
banana
  block of cheese
  orange bell pepper
  white onion
  pork chop

Directions:
chop the banana
  grill the banana
  slice the block of cheese
  grill the block of cheese
  dice the orange bell pepper
  roast the orange bell pepper
  dice the white onion
  fry the white onion
  slice the pork chop
  roast the pork chop
  prepare meal",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a raw pork chop, a block of cheese, a cookbook, a white onion and a raw red potato.",3 of 16,0.1875,False,
24,"The recipe requires an orange bell pepper, which I do not have. I will check the floor for the orange bell pepper or any other needed ingredients.",look,,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a banana, a red onion, a raw yellow potato and a red apple on the floor.",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a raw pork chop, a block of cheese, a cookbook, a white onion and a raw red potato.",3 of 16,0.1875,False,
25,"Since I don't have the orange bell pepper required for the recipe, I will try to cook with the ingredients I have by following the steps for the items I do have: chop and grill the block of cheese, dice and fry the white onion, slice and roast the pork chop, and then prepare the meal.",slice block of cheese with knife,,You need to take the knife first.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a raw pork chop, a block of cheese, a cookbook, a white onion and a raw red potato.",3 of 16,0.1875,False,
26,I need to take the knife from the table before I can slice the block of cheese.,take knife from table,,You're carrying too many things already.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a raw pork chop, a block of cheese, a cookbook, a white onion and a raw red potato.",3 of 16,0.1875,False,
27,"I am carrying too many items, so I will drop the raw red potato to free up space for the knife.",drop raw red potato,,You drop the red potato on the ground.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. On the table you see a knife. Suddenly, you bump your head on the ceiling, but it's not such a bad bump that it's going to prevent you from looking at objects and even things. You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a raw red potato, a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a raw pork chop, a block of cheese, a cookbook and a white onion.",3 of 16,0.1875,False,
28,"Now that I have space, I will take the knife from the table to proceed with the recipe.",take knife from table,,You take the knife from the table.,Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. But the thing is empty, unfortunately. Oh! Why couldn't there just be stuff on it? You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a raw red potato, a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a knife, a raw pork chop, a block of cheese, a cookbook and a white onion.",3 of 16,0.1875,False,
29,I will slice the block of cheese with the knife as the next step in the recipe.,slice block of cheese with knife,,"You slice the block of cheese.



Your score has just gone up by one point.",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. But the thing is empty, unfortunately. Oh! Why couldn't there just be stuff on it? You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a raw red potato, a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a knife, a raw pork chop, a sliced block of cheese, a cookbook and a white onion.",4 of 16,0.25,False,
30,"Next, I will dice the white onion with the knife to continue preparing the ingredients.",dice white onion with knife,,"You dice the white onion.



Your score has just gone up by one point.",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. But the thing is empty, unfortunately. Oh! Why couldn't there just be stuff on it? You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a raw red potato, a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a knife, a raw pork chop, a sliced block of cheese, a cookbook and a diced white onion.",5 of 16,0.3125,False,
31,I will now dice the raw pork chop with the knife to prepare it for cooking.,dice raw pork chop with knife,,"You dice the pork chop.



                              *** You lost! ***

You scored 5 out of a possible 16, in 31 turns.


Would you like to RESTART, RESTORE a saved game, QUIT or UNDO the last command?
>",Kitchen,"You are in a kitchen. It seems to be pretty normal here.

You hear a noise behind you and spin around, but you can't see anything other than a fridge. You shudder, but continue examining the room. What a letdown! The fridge is empty! You can make out an oven. You make out a table. The table is massive. But the thing is empty, unfortunately. Oh! Why couldn't there just be stuff on it? You can see a counter. Looks like someone's already been here and taken everything off it, though. It would have been so cool if there was stuff on the counter! oh well. You see a stove. You wonder idly who left that here. But the thing is empty, unfortunately.

There is a closed frosted-glass door leading east. You need an exit without a door? You should try going south. There is an exit to the west.

There is a raw red potato, a banana, a red onion, a raw yellow potato and a red apple on the floor.","You are carrying: a knife, a raw pork chop, a sliced block of cheese, a cookbook and a diced white onion.",5 of 16,0.3125,True,
